artifact,experiment,book,model,env_tag,host,backend,ctx,parallel,kv,arm,n,correct,accuracy_pct,validation,dirty,commit,elapsed_s,finished,endpoint
closed_set__qwen__qwen3-14b.json,closed_set,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,closed-oracle,147,97,66.0,ok,False,3d8765e7,92.7,07-26 15:10,http://localhost:1234/v1
committed_history__grimgar03__qwen__qwen3-14b__local-llamacpp.json,committed_history,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,16384,1,f16,none,400,254,63.5,ok,False,1613e5fc,337.5,07-27 22:23,http://127.0.0.1:8091/v1
committed_history__grimgar03__qwen__qwen3-14b__local-llamacpp.json,committed_history,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,16384,1,f16,oracle,400,254,63.5,ok,False,1613e5fc,337.5,07-27 22:23,http://127.0.0.1:8091/v1
committed_history__grimgar03__qwen__qwen3-14b__local-llamacpp.json,committed_history,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,16384,1,f16,predicted,400,249,62.3,ok,False,1613e5fc,337.5,07-27 22:23,http://127.0.0.1:8091/v1
committed_history__index18__qwen__qwen3-14b__local-llamacpp.json,committed_history,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,none,99,63,63.6,ok,False,04a69e4c,80.8,07-29 01:38,http://127.0.0.1:8090/v1
committed_history__index18__qwen__qwen3-14b__local-llamacpp.json,committed_history,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle,99,60,60.6,ok,False,04a69e4c,80.8,07-29 01:38,http://127.0.0.1:8090/v1
committed_history__index18__qwen__qwen3-14b__local-llamacpp.json,committed_history,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,predicted,99,63,63.6,ok,False,04a69e4c,80.8,07-29 01:38,http://127.0.0.1:8090/v1
committed_history__mushoku16__qwen__qwen3-14b__local-llamacpp.json,committed_history,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,none,136,69,50.7,ok,False,04a69e4c,77.8,07-29 01:37,http://127.0.0.1:8090/v1
committed_history__mushoku16__qwen__qwen3-14b__local-llamacpp.json,committed_history,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle,136,74,54.4,ok,False,04a69e4c,77.8,07-29 01:37,http://127.0.0.1:8090/v1
committed_history__mushoku16__qwen__qwen3-14b__local-llamacpp.json,committed_history,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,predicted,136,65,47.8,ok,False,04a69e4c,77.8,07-29 01:37,http://127.0.0.1:8090/v1
committed_history__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,committed_history,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,none,162,81,50.0,ok,False,04a69e4c,116.4,07-29 01:35,http://127.0.0.1:8090/v1
committed_history__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,committed_history,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle,162,96,59.3,ok,False,04a69e4c,116.4,07-29 01:35,http://127.0.0.1:8090/v1
committed_history__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,committed_history,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,predicted,162,76,46.9,ok,False,04a69e4c,116.4,07-29 01:35,http://127.0.0.1:8090/v1
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated.json,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,none,162,81,50.0,ok,False,,417.6,08-01 18:31,http://127.0.0.1:8090/v1
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated.json,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,oracle,162,96,59.3,ok,False,,417.6,08-01 18:31,http://127.0.0.1:8090/v1
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated.json,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,predicted,162,78,48.1,ok,False,,417.6,08-01 18:31,http://127.0.0.1:8090/v1
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated.json,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,gated,162,79,48.8,ok,False,,417.6,08-01 18:31,http://127.0.0.1:8090/v1
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated2.json,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,none,162,81,50.0,ok,False,,579.9,08-01 22:14,http://127.0.0.1:8090/v1
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated2.json,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,oracle,162,96,59.3,ok,False,,579.9,08-01 22:14,http://127.0.0.1:8090/v1
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated2.json,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,predicted,162,78,48.1,ok,False,,579.9,08-01 22:14,http://127.0.0.1:8090/v1
committed_history__owarimonogatari3__qwen__qwen3-14b__thunder-a6000-gated2.json,committed_history,owarimonogatari3,qwen/qwen3-14b,cloud-a6000-llamacpp-cuda,instance-wa5dh8u3-main,llama.cpp-cuda,32768,1,f16?,gated,162,79,48.8,ok,False,,579.9,08-01 22:14,http://127.0.0.1:8090/v1
context_width__grimgar03__qwen__qwen3-14b__local-llamacpp.json,context_width,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,16384,1,f16,w1,400,223,55.8,ok,False,1613e5fc,1003.4,07-27 22:16,http://127.0.0.1:8090/v1
context_width__grimgar03__qwen__qwen3-14b__local-llamacpp.json,context_width,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,16384,1,f16,w4,400,248,62.0,ok,False,1613e5fc,1003.4,07-27 22:16,http://127.0.0.1:8090/v1
context_width__grimgar03__qwen__qwen3-14b__local-llamacpp.json,context_width,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,16384,1,f16,w15,400,246,61.5,ok,False,1613e5fc,1003.4,07-27 22:16,http://127.0.0.1:8090/v1
context_width__grimgar03__qwen__qwen3-14b__local-llamacpp.json,context_width,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,16384,1,f16,w40,400,242,60.5,ok,False,1613e5fc,1003.4,07-27 22:16,http://127.0.0.1:8090/v1
context_width__index18__qwen__qwen3-14b__local-llamacpp.json,context_width,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w1,99,48,48.5,ok,False,eff60648,146.2,07-29 04:19,http://127.0.0.1:8090/v1
context_width__index18__qwen__qwen3-14b__local-llamacpp.json,context_width,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w4,99,65,65.7,ok,False,eff60648,146.2,07-29 04:19,http://127.0.0.1:8090/v1
context_width__index18__qwen__qwen3-14b__local-llamacpp.json,context_width,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w15,99,63,63.6,ok,False,eff60648,146.2,07-29 04:19,http://127.0.0.1:8090/v1
context_width__mushoku16__qwen__qwen3-14b__local-llamacpp.json,context_width,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w1,136,52,38.2,ok,False,eff60648,140.1,07-29 04:17,http://127.0.0.1:8090/v1
context_width__mushoku16__qwen__qwen3-14b__local-llamacpp.json,context_width,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w4,136,76,55.9,ok,False,eff60648,140.1,07-29 04:17,http://127.0.0.1:8090/v1
context_width__mushoku16__qwen__qwen3-14b__local-llamacpp.json,context_width,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w15,136,62,45.6,ok,False,eff60648,140.1,07-29 04:17,http://127.0.0.1:8090/v1
context_width__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,context_width,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w1,162,67,41.4,ok,False,eff60648,238.7,07-29 04:23,http://127.0.0.1:8090/v1
context_width__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,context_width,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w4,162,76,46.9,ok,False,eff60648,238.7,07-29 04:23,http://127.0.0.1:8090/v1
context_width__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,context_width,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w15,162,75,46.3,ok,False,eff60648,238.7,07-29 04:23,http://127.0.0.1:8090/v1
context_width_production__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,context_width_production,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w1,400,317,79.2,ok,False,,4704.6,07-28 07:24,http://127.0.0.1:8090/v1
context_width_production__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,context_width_production,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w4,400,307,76.8,ok,False,,4704.6,07-28 07:24,http://127.0.0.1:8090/v1
context_width_production__grimgar03__qwen__qwen3-14b__local-llamacpp-rep1.json,context_width_production,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w1,400,239,59.8,ok,False,8da61490,1914.8,07-28 10:10,http://127.0.0.1:8090/v1
context_width_production__grimgar03__qwen__qwen3-14b__local-llamacpp-rep1.json,context_width_production,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w4,400,279,69.8,ok,False,8da61490,1914.8,07-28 10:10,http://127.0.0.1:8090/v1
context_width_production__grimgar03__qwen__qwen3-14b__local-llamacpp-rep2.json,context_width_production,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w1,400,232,58.0,ok,False,8da61490,1897.4,07-28 10:42,http://127.0.0.1:8090/v1
context_width_production__grimgar03__qwen__qwen3-14b__local-llamacpp-rep2.json,context_width_production,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w4,400,279,69.8,ok,False,8da61490,1897.4,07-28 10:42,http://127.0.0.1:8090/v1
context_width_production__grimgar03__qwen__qwen3-14b__local-llamacpp-rep3.json,context_width_production,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w1,400,232,58.0,ok,False,929aac3c,1882.6,07-28 11:13,http://127.0.0.1:8090/v1
context_width_production__grimgar03__qwen__qwen3-14b__local-llamacpp-rep3.json,context_width_production,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,w4,400,279,69.8,ok,False,929aac3c,1882.6,07-28 11:13,http://127.0.0.1:8090/v1
context_width_production__grimgar03__qwen__qwen3-14b__local.json,context_width_production,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,w1,400,228,57.0,ok,False,63816575,1426.2,07-28 05:33,http://localhost:1234/v1
context_width_production__grimgar03__qwen__qwen3-14b__local.json,context_width_production,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,w4,400,270,67.5,ok,False,63816575,1426.2,07-28 05:33,http://localhost:1234/v1
context_width_production__index18__llama-3.3-70b__thunder-a6000-70b.json,context_width_production,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w1,99,70,70.7,ok,False,,4411.0,07-29 17:00,http://127.0.0.1:8090/v1
context_width_production__index18__llama-3.3-70b__thunder-a6000-70b.json,context_width_production,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w4,99,72,72.7,ok,False,,4411.0,07-29 17:00,http://127.0.0.1:8090/v1
context_width_production__index18__qwen__qwen3-14b__local-llamacpp.json,context_width_production,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,w1,99,65,65.7,ok,False,04a69e4c,1317.4,07-28 21:57,http://127.0.0.1:8090/v1
context_width_production__index18__qwen__qwen3-14b__local-llamacpp.json,context_width_production,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,w4,99,68,68.7,ok,False,04a69e4c,1317.4,07-28 21:57,http://127.0.0.1:8090/v1
context_width_production__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,context_width_production,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w1,139,93,66.9,ok,False,,2904.1,07-28 08:13,http://127.0.0.1:8090/v1
context_width_production__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,context_width_production,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w4,139,82,59.0,ok,False,,2904.1,07-28 08:13,http://127.0.0.1:8090/v1
context_width_production__mushoku16__qwen__qwen3-14b__local.json,context_width_production,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,w1,139,69,49.6,ok,False,63816575,826.8,07-28 05:47,http://localhost:1234/v1
context_width_production__mushoku16__qwen__qwen3-14b__local.json,context_width_production,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,w4,139,62,44.6,ok,False,63816575,826.8,07-28 05:47,http://localhost:1234/v1
context_width_production__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,context_width_production,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w1,162,96,59.3,ok,False,,5596.8,07-29 18:33,http://127.0.0.1:8090/v1
context_width_production__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,context_width_production,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,w4,162,101,62.3,ok,False,,5596.8,07-29 18:33,http://127.0.0.1:8090/v1
context_width_production__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,context_width_production,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,w1,162,65,40.1,ok,False,04a69e4c,2955.3,07-28 22:46,http://127.0.0.1:8090/v1
context_width_production__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,context_width_production,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,w4,162,65,40.1,ok,False,04a69e4c,2955.3,07-28 22:46,http://127.0.0.1:8090/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=gemma,t=0.0,rep=1",399,234,58.6,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=gemma,t=0.0,rep=1",399,226,56.6,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=gemma,t=0.0,rep=2",399,234,58.6,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=gemma,t=0.0,rep=2",399,226,56.6,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=gemma,t=0.6,rep=1",399,228,57.1,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=gemma,t=0.6,rep=1",399,223,55.9,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=gemma,t=0.6,rep=2",399,231,57.9,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=gemma,t=0.6,rep=2",399,226,56.6,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=gemma,t=0.6,rep=3",399,237,59.4,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=gemma,t=0.6,rep=3",399,229,57.4,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=qwen,t=0.0,rep=1",399,243,60.9,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=qwen,t=0.0,rep=1",399,233,58.4,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=qwen,t=0.0,rep=2",399,243,60.9,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=qwen,t=0.0,rep=2",399,233,58.4,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=qwen,t=0.6,rep=1",399,242,60.7,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=qwen,t=0.6,rep=1",399,234,58.6,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=qwen,t=0.6,rep=2",399,242,60.7,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=qwen,t=0.6,rep=2",399,231,57.9,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=gemma,attr=qwen,t=0.6,rep=3",399,239,59.9,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
crossover__grimgar03__local.json,segmentation_crossover,grimgar03,gemma-4-e4b-uncensored-hauhaucs-aggressive|qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,"seg=qwen,attr=qwen,t=0.6,rep=3",399,232,58.1,ok,False,54573393,1832.5,07-27 15:37,http://localhost:1234/v1
distill_eval__thunder-a6000-cheapa.json,distill_eval,grimgar03,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,base,547,330,60.3,ok,False,,23636.2,08-01 17:23,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter_cheap
distill_eval__thunder-a6000-cheapa.json,distill_eval,grimgar03,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,tuned,547,337,61.6,ok,False,,23636.2,08-01 17:23,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter_cheap
distill_eval__thunder-a6000-distill.json,distill_eval,grimgar03,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,base,772,463,60.0,ok,False,,50138.1,07-31 21:49,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter
distill_eval__thunder-a6000-distill.json,distill_eval,grimgar03,Qwen/Qwen3-14B,local-lmstudio,instance-wa5dh8u3-main,lmstudio,32768,1,f16?,tuned,772,553,71.6,ok,False,,50138.1,07-31 21:49,peft:/home/fakemitch/pinokio/api/alexandria-audiobook2.git/ab_test_runtime/distill/adapter
fix_verification.json,,,,,,,,,,,,,,,,,,,
grammar_constraint__grimgar03__qwen__qwen3-14b__local-llamacpp.json,grammar_constraint,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,open-free,396,248,62.6,ok,False,04a69e4c,360.2,07-29 01:30,http://127.0.0.1:8090/v1
grammar_constraint__grimgar03__qwen__qwen3-14b__local-llamacpp.json,grammar_constraint,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,open-grammar,396,248,62.6,ok,False,04a69e4c,360.2,07-29 01:30,http://127.0.0.1:8090/v1
grammar_constraint__grimgar03__qwen__qwen3-14b__local-llamacpp.json,grammar_constraint,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle-free,396,294,74.2,ok,False,04a69e4c,360.2,07-29 01:30,http://127.0.0.1:8090/v1
grammar_constraint__grimgar03__qwen__qwen3-14b__local-llamacpp.json,grammar_constraint,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle-grammar,396,304,76.8,ok,False,04a69e4c,360.2,07-29 01:30,http://127.0.0.1:8090/v1
grammar_constraint__index18__qwen__qwen3-14b__local-llamacpp.json,grammar_constraint,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,open-free,99,66,66.7,ok,False,04a69e4c,71.3,07-29 01:31,http://127.0.0.1:8090/v1
grammar_constraint__index18__qwen__qwen3-14b__local-llamacpp.json,grammar_constraint,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,open-grammar,99,65,65.7,ok,False,04a69e4c,71.3,07-29 01:31,http://127.0.0.1:8090/v1
grammar_constraint__index18__qwen__qwen3-14b__local-llamacpp.json,grammar_constraint,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle-free,99,73,73.7,ok,False,04a69e4c,71.3,07-29 01:31,http://127.0.0.1:8090/v1
grammar_constraint__index18__qwen__qwen3-14b__local-llamacpp.json,grammar_constraint,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,oracle-grammar,99,74,74.7,ok,False,04a69e4c,71.3,07-29 01:31,http://127.0.0.1:8090/v1
grammar_constraint__mushoku16__mistralai__magistral-small__local-llamacpp.json,grammar_constraint,mushoku16,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,8192,1,q8_0,open-free,139,74,53.2,ok,False,f4d2692f,114.0,07-27 16:58,http://127.0.0.1:8090/v1
grammar_constraint__mushoku16__mistralai__magistral-small__local-llamacpp.json,grammar_constraint,mushoku16,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip b10121,8192,1,q8_0,open-grammar,139,72,51.8,ok,False,f4d2692f,114.0,07-27 16:58,http://127.0.0.1:8090/v1
